,PWSName,FIPS_5,CNTY_OR_CITY,POPULATION,ANALYTE_NAME,Concentration in µg/L,COLLECT_DT
2788,OAKLAND SCHOOL,51065,FLUVANNA,95,LEAD,0.0,2014-08-12
2736,FLUVANNA CORRECTIONAL CENTER FOR WOMEN,51065,FLUVANNA,1690,LEAD,0.0,2014-08-12
8249,MONROE BAY TRAILER PARK,51193,WESTMORELAND,130,LEAD,0.0,2014-08-12
650,WOODWAY WATER AUTHORITY,51105,LEE,3800,LEAD,0.0,2014-08-12
2928,RAPIDAN SERVICE AUTHORITY,51079,GREENE,7595,LEAD,0.0,2014-08-13
992,DUBLIN TOWN OF,51155,PULASKI,6813,LEAD,0.0,2014-08-13
1000,DUBLIN TOWN OF,51155,PULASKI,6813,LEAD,0.0,2014-08-13
12533,"MADISON, TOWN OF",51113,MADISON,784,LEAD,0.0,2014-08-13
9686,"BOYDTON, TOWN OF",51117,MECKLENBURG,477,LEAD,0.0,2014-08-13
8819,DISCOVERY SCHOOL OF VIRGINIA,51029,BUCKINGHAM,65,LEAD,0.0,2014-08-13
2935,RAPIDAN SERVICE AUTHORITY,51079,GREENE,7595,LEAD,0.0,2014-08-13
11867,NINDES STORE,51099,KING GEORGE,108,LEAD,0.0,2014-08-13
1481,WATSONS GAP WATER SYSTEM,51173,SMYTH,977,LEAD,0.0,2014-08-13
2929,RAPIDAN SERVICE AUTHORITY,51079,GREENE,7595,LEAD,0.0,2014-08-13
1486,WATSONS GAP WATER SYSTEM,51173,SMYTH,977,LEAD,0.0,2014-08-13
8823,DISCOVERY SCHOOL OF VIRGINIA,51029,BUCKINGHAM,65,LEAD,0.0,2014-08-13
958,WALTON FARMS SUBDIVISION,51121,MONTGOMERY,135,LEAD,0.0,2014-08-13
986,DUBLIN TOWN OF,51155,PULASKI,6813,LEAD,0.0,2014-08-13
3652,NATIONAL COACH ESTATES,51165,ROCKINGHAM,275,LEAD,0.0,2014-08-13
3650,NATIONAL COACH ESTATES,51165,ROCKINGHAM,275,LEAD,0.0,2014-08-13
12535,"MADISON, TOWN OF",51113,MADISON,784,LEAD,0.0,2014-08-13
8822,DISCOVERY SCHOOL OF VIRGINIA,51029,BUCKINGHAM,65,LEAD,2.91,2014-08-13
1367,POOR VALLEY,51173,SMYTH,163,LEAD,0.0,2014-08-13
12538,"MADISON, TOWN OF",51113,MADISON,784,LEAD,0.0,2014-08-13
8820,DISCOVERY SCHOOL OF VIRGINIA,51029,BUCKINGHAM,65,LEAD,2.61,2014-08-13
998,DUBLIN TOWN OF,51155,PULASKI,6813,LEAD,2.13,2014-08-13
8821,DISCOVERY SCHOOL OF VIRGINIA,51029,BUCKINGHAM,65,LEAD,7.92,2014-08-13
8523,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,2.5,2014-08-14
2258,JOLLETT SPRINGS MOBILE HOME PARK,51015,AUGUSTA,150,LEAD,0.0,2014-08-14
1315,"GATE CITY, TOWN OF",51169,SCOTT,2034,LEAD,0.0,2014-08-14
9659,"KENBRIDGE, TOWN OF",51111,LUNENBURG,1400,LEAD,22.6,2014-08-14
8525,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,0.2,2014-08-14
8514,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,1.3,2014-08-14
9658,"KENBRIDGE, TOWN OF",51111,LUNENBURG,1400,LEAD,0.0,2014-08-14
9660,"KENBRIDGE, TOWN OF",51111,LUNENBURG,1400,LEAD,0.0,2014-08-14
2924,RAPIDAN SERVICE AUTHORITY,51079,GREENE,7595,LEAD,0.0,2014-08-14
5494,CARVER GARDENS,51199,YORK,270,LEAD,0.2,2014-08-14
8524,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,0.0,2014-08-14
969,WOODVIEW SUBDIVISION,51121,MONTGOMERY,77,LEAD,7.4,2014-08-14
9684,"BOYDTON, TOWN OF",51117,MECKLENBURG,477,LEAD,0.0,2014-08-14
9652,"KENBRIDGE, TOWN OF",51111,LUNENBURG,1400,LEAD,0.0,2014-08-14
8591,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,7.5,2014-08-14
1313,"GATE CITY, TOWN OF",51169,SCOTT,2034,LEAD,32.6,2014-08-14
1318,"GATE CITY, TOWN OF",51169,SCOTT,2034,LEAD,0.0,2014-08-14
2923,RAPIDAN SERVICE AUTHORITY,51079,GREENE,7595,LEAD,33.0,2014-08-14
8518,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,0.4,2014-08-14
970,WOODVIEW SUBDIVISION,51121,MONTGOMERY,77,LEAD,0.9,2014-08-14
8527,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,0.4,2014-08-14
852,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,4.4,2014-08-14
8513,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,0.3,2014-08-14
1319,"GATE CITY, TOWN OF",51169,SCOTT,2034,LEAD,0.0,2014-08-14
854,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.1,2014-08-14
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14
8521,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,1.1,2014-08-14
11865,NINDES STORE,51099,KING GEORGE,108,LEAD,0.0,2014-08-15
8509,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,3.4,2014-08-15
8588,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,12.1,2014-08-15
3533,"DAYTON, TOWN OF",51165,ROCKINGHAM,1700,LEAD,0.0,2014-08-15
7968,RIVERBEND ESTATES,51133,NORTHUMBERLAND,129,LEAD,4.4,2014-08-15
3912,SHENANDOAH SHORES SUBDIVISION,51187,WARREN,850,LEAD,0.0,2014-08-15
8305,STRATFORD HARBOUR,51193,WESTMORELAND,1215,LEAD,2.0,2014-08-15
8586,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,5.4,2014-08-16
8585,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,3.1,2014-08-16
8507,FOREST CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,19263,LEAD,0.7,2014-08-16
1800,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.115,2014-08-17
8672,VALLEY MILLS CROSSING,51019,BEDFORD COUNTY,70,LEAD,28.7,2014-08-17
2919,RAPIDAN SERVICE AUTHORITY,51079,GREENE,7595,LEAD,0.0,2014-08-18
3531,"DAYTON, TOWN OF",51165,ROCKINGHAM,1700,LEAD,0.0,2014-08-18
5244,DREWRYVILLE,51175,SOUTHAMPTON,185,LEAD,0.0,2014-08-19
1937,BRISTOL VIRGINIA UTILITY BOARD,51520,BRISTOL,20000,LEAD,0.0,2014-08-19
1936,BRISTOL VIRGINIA UTILITY BOARD,51520,BRISTOL,20000,LEAD,0.0,2014-08-19
9078,LAKESIDE VILLAGE,51049,CUMBERLAND,220,LEAD,1.1,2014-08-19
1290,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,3.17,2014-08-19
678,"BLACKSBURG, TOWN OF",51121,MONTGOMERY,36077,LEAD,0.0,2014-08-19
1933,BRISTOL VIRGINIA UTILITY BOARD,51520,BRISTOL,20000,LEAD,0.0,2014-08-19
8296,SANDY POINT SUBDIVISION,51193,WESTMORELAND,145,LEAD,5.97,2014-08-19
3678,THREE SPRINGS REGIONAL - RCPW,51165,ROCKINGHAM,9337,LEAD,0.0,2014-08-19
1945,BRISTOL VIRGINIA UTILITY BOARD,51520,BRISTOL,20000,LEAD,0.0,2014-08-19
1952,BRISTOL VIRGINIA UTILITY BOARD,51520,BRISTOL,20000,LEAD,0.0,2014-08-19
5248,EDGEHILL,51175,SOUTHAMPTON,230,LEAD,0.0,2014-08-19
3677,THREE SPRINGS REGIONAL - RCPW,51165,ROCKINGHAM,9337,LEAD,0.0,2014-08-19
8297,SANDY POINT SUBDIVISION,51193,WESTMORELAND,145,LEAD,0.0,2014-08-19
1942,BRISTOL VIRGINIA UTILITY BOARD,51520,BRISTOL,20000,LEAD,0.0,2014-08-19
3673,THREE SPRINGS REGIONAL - RCPW,51165,ROCKINGHAM,9337,LEAD,0.0,2014-08-19
1940,BRISTOL VIRGINIA UTILITY BOARD,51520,BRISTOL,20000,LEAD,0.0,2014-08-19
5492,CARVER GARDENS,51199,YORK,270,LEAD,0.3,2014-08-20
8240,MONROE BAY ESTATES,51193,WESTMORELAND,519,LEAD,0.0,2014-08-20
1285,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,0.0,2014-08-20
8809,BUCKINGHAM CO WATER SYSTEM,51029,BUCKINGHAM,5763,LEAD,2.0,2014-08-20
1281,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,0.0,2014-08-20
5493,CARVER GARDENS,51199,YORK,270,LEAD,0.9,2014-08-20
8815,BUCKINGHAM CO WATER SYSTEM,51029,BUCKINGHAM,5763,LEAD,0.0,2014-08-20
1284,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,0.0,2014-08-20
9829,NEWTON MOBILE HOME PARK,51117,MECKLENBURG,250,LEAD,0.0,2014-08-20
9828,NEWTON MOBILE HOME PARK,51117,MECKLENBURG,250,LEAD,0.0,2014-08-20
8817,BUCKINGHAM CO WATER SYSTEM,51029,BUCKINGHAM,5763,LEAD,0.0,2014-08-20
672,"BLACKSBURG, TOWN OF",51121,MONTGOMERY,36077,LEAD,6.22,2014-08-21
10265,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.3,2014-08-21
675,"BLACKSBURG, TOWN OF",51121,MONTGOMERY,36077,LEAD,0.0,2014-08-21
673,"BLACKSBURG, TOWN OF",51121,MONTGOMERY,36077,LEAD,0.0,2014-08-21
8800,BUCKINGHAM CO WATER SYSTEM,51029,BUCKINGHAM,5763,LEAD,0.0,2014-08-21
4783,"SMITHFIELD, TOWN OF",51093,ISLE OF WIGHT,8089,LEAD,0.0,2014-08-21
4781,"SMITHFIELD, TOWN OF",51093,ISLE OF WIGHT,8089,LEAD,0.0,2014-08-21
8802,BUCKINGHAM CO WATER SYSTEM,51029,BUCKINGHAM,5763,LEAD,0.0,2014-08-21
4777,"SMITHFIELD, TOWN OF",51093,ISLE OF WIGHT,8089,LEAD,0.0,2014-08-21
3667,THREE SPRINGS REGIONAL - RCPW,51165,ROCKINGHAM,9337,LEAD,0.0,2014-08-21
4782,"SMITHFIELD, TOWN OF",51093,ISLE OF WIGHT,8089,LEAD,0.0,2014-08-21
9499,"CLOVER, COMMUNITY OF",51083,HALIFAX,290,LEAD,2.09,2014-08-21
11916,"PRESIDENTIAL LAKES, SECT. 14",51099,KING GEORGE,1002,LEAD,0.8,2014-08-22
3338,CAROLINA VILLAGE,51161,ROANOKE COUNTY,72,LEAD,0.0,2014-08-22
11915,"PRESIDENTIAL LAKES, SECT. 14",51099,KING GEORGE,1002,LEAD,0.0,2014-08-22
7965,RIVERBEND ESTATES,51133,NORTHUMBERLAND,129,LEAD,2.3,2014-08-22
1798,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.13,2014-08-22
8108,PLEASANT VIEW ESTATES,51159,RICHMOND COUNTY,33,LEAD,1.8,2014-08-24
8238,"KINSALE, TOWN OF",51193,WESTMORELAND,193,LEAD,6.5,2014-08-24
4737,RESCUE WATERWORKS,51093,ISLE OF WIGHT,203,LEAD,0.0,2014-08-25
718,CHRISTIANSBURG ELLISTON WATERLINE,51121,MONTGOMERY,3445,LEAD,25.2,2014-08-25
10664,MILFORD SANITARY  DISTRICT,51033,CAROLINE,917,LEAD,2.9,2014-08-25
2814,PINE GROVE MOBILE HOME PARK,51065,FLUVANNA,79,LEAD,12.5,2014-08-25
8472,"PAMPLIN CITY, TOWN OF",51011,APPOMATTOX,200,LEAD,5.9,2014-08-25
5399,SCOTTLAND RIVERVIEW WATER SUPPLY,51181,SURRY,100,LEAD,0.0,2014-08-25
8474,"PAMPLIN CITY, TOWN OF",51011,APPOMATTOX,200,LEAD,1.2,2014-08-25
719,CHRISTIANSBURG ELLISTON WATERLINE,51121,MONTGOMERY,3445,LEAD,0.5,2014-08-25
8473,"PAMPLIN CITY, TOWN OF",51011,APPOMATTOX,200,LEAD,1.5,2014-08-25
9521,"VIRGILINA, TOWN OF",51083,HALIFAX,300,LEAD,0.0,2014-08-25
289,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-08-25
10656,MILFORD SANITARY  DISTRICT,51033,CAROLINE,917,LEAD,0.0,2014-08-25
7310,FOREST HILLS SUBD,51103,LANCASTER,65,LEAD,0.0,2014-08-26
11910,"PRESIDENTIAL LAKES, SECT. 14",51099,KING GEORGE,1002,LEAD,0.2,2014-08-26
8592,HILLCREST MOBILE HOME PARK,51019,BEDFORD COUNTY,54,LEAD,0.0,2014-08-26
8593,HILLCREST MOBILE HOME PARK,51019,BEDFORD COUNTY,54,LEAD,0.0,2014-08-26
8596,HILLCREST MOBILE HOME PARK,51019,BEDFORD COUNTY,54,LEAD,0.0,2014-08-26
7751,BELLS COVE SUBDIVISION,51133,NORTHUMBERLAND,140,LEAD,0.0,2014-08-26
12388,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2014-08-26
12387,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2014-08-26
8237,"KINSALE, TOWN OF",51193,WESTMORELAND,193,LEAD,0.6,2014-08-26
3749,TOWN OF NEW MARKET,51171,SHENANDOAH,2000,LEAD,0.0,2014-08-26
3750,TOWN OF NEW MARKET,51171,SHENANDOAH,2000,LEAD,0.0,2014-08-26
7311,FOREST HILLS SUBD,51103,LANCASTER,65,LEAD,0.0,2014-08-26
712,CHRISTIANSBURG ELLISTON WATERLINE,51121,MONTGOMERY,3445,LEAD,0.7,2014-08-26
1279,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,0.0,2014-08-26
7752,BELLS COVE SUBDIVISION,51133,NORTHUMBERLAND,140,LEAD,0.0,2014-08-26
709,CHRISTIANSBURG ELLISTON WATERLINE,51121,MONTGOMERY,3445,LEAD,0.3,2014-08-26
8594,HILLCREST MOBILE HOME PARK,51019,BEDFORD COUNTY,54,LEAD,0.0,2014-08-26
7994,WHITE SAND HARBOUR,51133,NORTHUMBERLAND,200,LEAD,0.0,2014-08-26
12386,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2014-08-26
6611,CENTRAL VIRGINIA CORR. UNIT NO. 13,51041,CHESTERFIELD,420,LEAD,0.0,2014-08-26
3751,TOWN OF NEW MARKET,51171,SHENANDOAH,2000,LEAD,0.0,2014-08-26
713,CHRISTIANSBURG ELLISTON WATERLINE,51121,MONTGOMERY,3445,LEAD,0.8,2014-08-26
11909,"PRESIDENTIAL LAKES, SECT. 14",51099,KING GEORGE,1002,LEAD,0.2,2014-08-26
12389,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,2.53,2014-08-26
2466,MILLBORO WATER ASSOCIATION,51017,BATH,400,LEAD,2.95,2014-08-26
7884,LEWISETTA,51133,NORTHUMBERLAND,138,LEAD,0.0,2014-08-26
2468,MILLBORO WATER ASSOCIATION,51017,BATH,400,LEAD,0.0,2014-08-26
708,CHRISTIANSBURG ELLISTON WATERLINE,51121,MONTGOMERY,3445,LEAD,0.0,2014-08-26
287,HOGES CHAPEL,51071,GILES,1114,LEAD,0.0,2014-08-26
706,CHRISTIANSBURG ELLISTON WATERLINE,51121,MONTGOMERY,3445,LEAD,0.0,2014-08-26
7312,FOREST HILLS SUBD,51103,LANCASTER,65,LEAD,0.0,2014-08-26
3585,HARRISONBURG MOBILE HOME PARK,51165,ROCKINGHAM,93,LEAD,0.0,2014-08-27
5160,PUDDLEDOCK ROAD,51149,PRINCE GEORGE,9723,LEAD,0.0,2014-08-27
5062,CEDARWOOD,51149,PRINCE GEORGE,333,LEAD,0.0,2014-08-27
3746,TOWN OF NEW MARKET,51171,SHENANDOAH,2000,LEAD,0.0,2014-08-27
1018,MT OLIVET,51155,PULASKI,345,LEAD,0.0,2014-08-27
5263,TOWN OF NEWSOMS,51175,SOUTHAMPTON,550,LEAD,0.0,2014-08-27
12748,WOODBRIDGE MHP LLC,51153,PRINCE WILLIAM,320,LEAD,0.0,2014-08-27
4990,"EXMORE, TOWN OF",51131,NORTHAMPTON,2000,LEAD,0.0,2014-08-27
4985,"EXMORE, TOWN OF",51131,NORTHAMPTON,2000,LEAD,0.0,2014-08-27
3586,HARRISONBURG MOBILE HOME PARK,51165,ROCKINGHAM,93,LEAD,0.0,2014-08-27
5243,DREWRYVILLE,51175,SOUTHAMPTON,185,LEAD,0.0,2014-08-27
5115,PRINCE GEORGE WOODS ESTATES,51149,PRINCE GEORGE,60,LEAD,6.22,2014-08-27
11836,HANOVER MHP,51099,KING GEORGE,108,LEAD,0.0,2014-08-27
727,PARKER TRAILER PARK,51121,MONTGOMERY,147,LEAD,0.0,2014-08-27
979,BROOKMONT AREA,51155,PULASKI,100,LEAD,0.0,2014-08-27
5060,CEDARWOOD,51149,PRINCE GEORGE,333,LEAD,0.0,2014-08-27
4988,"EXMORE, TOWN OF",51131,NORTHAMPTON,2000,LEAD,7.16,2014-08-27
12384,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2014-08-27
5895,CITY OF CHESAPEAKE-SOUTH NORFOLK SYS,51550,CHESAPEAKE,34730,LEAD,0.0,2014-08-28
9511,VIRGINIA INTERNATIONAL RACEWAY,51083,HALIFAX,466,LEAD,4.2,2014-08-28
1357,"NICKELSVILLE, TOWN OF",51169,SCOTT,1000,LEAD,0.0,2014-08-28
283,HOGES CHAPEL,51071,GILES,1114,LEAD,0.6,2014-08-28
5880,CITY OF CHESAPEAKE-SOUTH NORFOLK SYS,51550,CHESAPEAKE,34730,LEAD,0.0,2014-08-28
977,BROOKMONT AREA,51155,PULASKI,100,LEAD,0.0,2014-08-28
12237,ELYSIAN HEIGHTS,51107,LOUDOUN,1061,LEAD,0.0,2014-08-28
1360,"NICKELSVILLE, TOWN OF",51169,SCOTT,1000,LEAD,0.0,2014-08-28
5888,CITY OF CHESAPEAKE-SOUTH NORFOLK SYS,51550,CHESAPEAKE,34730,LEAD,0.0,2014-08-28
5887,CITY OF CHESAPEAKE-SOUTH NORFOLK SYS,51550,CHESAPEAKE,34730,LEAD,0.0,2014-08-28
5890,CITY OF CHESAPEAKE-SOUTH NORFOLK SYS,51550,CHESAPEAKE,34730,LEAD,0.0,2014-08-28
5905,CITY OF CHESAPEAKE-SOUTH NORFOLK SYS,51550,CHESAPEAKE,34730,LEAD,0.0,2014-08-28
278,HOGES CHAPEL,51071,GILES,1114,LEAD,6.0,2014-08-29
9839,RIVER RIDGE,51117,MECKLENBURG,950,LEAD,0.0,2014-08-29
9834,RIVER RIDGE,51117,MECKLENBURG,950,LEAD,0.0,2014-08-29
368,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-08-29
369,ROUTE 100 AREA,51071,GILES,295,LEAD,0.9,2014-08-29
276,HOGES CHAPEL,51071,GILES,1114,LEAD,8.0,2014-08-29
2671,CLARKE COUNTY SANITARY AUTHORITY,51043,CLARKE,1215,LEAD,4.33,2014-08-29
375,ROUTE 100 AREA,51071,GILES,295,LEAD,0.6,2014-08-29
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29
701,CHRISTIANSBURG ELLISTON WATERLINE,51121,MONTGOMERY,3445,LEAD,0.3,2014-08-29
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29
281,HOGES CHAPEL,51071,GILES,1114,LEAD,0.8,2014-08-29
9832,RIVER RIDGE,51117,MECKLENBURG,950,LEAD,0.0,2014-08-29
9833,RIVER RIDGE,51117,MECKLENBURG,950,LEAD,0.0,2014-08-29
4755,SMITHFIELD APARTMENT COMPANY,51093,ISLE OF WIGHT,100,LEAD,0.0,2014-09-01
3049,LOUISA COUNTY ZION CROSSROADS,51109,LOUISA,1690,LEAD,0.0,2014-09-02
2164,MILLER SCHOOL,51003,ALBEMARLE,205,LEAD,0.0,2014-09-02
3051,LOUISA COUNTY ZION CROSSROADS,51109,LOUISA,1690,LEAD,0.0,2014-09-02
3047,LOUISA COUNTY ZION CROSSROADS,51109,LOUISA,1690,LEAD,0.0,2014-09-02
794,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.4,2014-09-03
5151,PUDDLEDOCK ROAD,51149,PRINCE GEORGE,9723,LEAD,0.0,2014-09-03
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03
4744,RUSHMERE (BURWELL`S BAY),51093,ISLE OF WIGHT,276,LEAD,0.0,2014-09-03
795,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.3,2014-09-03
4820,TORMENTOR CREEK ESTATES,51093,ISLE OF WIGHT,72,LEAD,0.0,2014-09-03
4750,RUSHMERE SHORES,51093,ISLE OF WIGHT,276,LEAD,0.0,2014-09-03
783,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,3.3,2014-09-04
5147,PUDDLEDOCK ROAD,51149,PRINCE GEORGE,9723,LEAD,0.0,2014-09-04
9496,"CLOVER, COMMUNITY OF",51083,HALIFAX,290,LEAD,2.78,2014-09-04
7868,INDIAN CREEK ESTATES,51133,NORTHUMBERLAND,318,LEAD,0.5,2014-09-04
956,WALTON FARMS SUBDIVISION,51121,MONTGOMERY,135,LEAD,1.3,2014-09-04
782,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,1.0,2014-09-04
10484,CAROLINE UTILITY SYSTEM,51033,CAROLINE,4850,LEAD,0.6,2014-09-04
8648,RIDGEVIEW VILLAGE,51019,BEDFORD COUNTY,128,LEAD,1.8,2014-09-04
4742,RUSHMERE (BURWELL`S BAY),51093,ISLE OF WIGHT,276,LEAD,0.0,2014-09-04
4812,THOMAS PARK COMMUNITY,51093,ISLE OF WIGHT,150,LEAD,0.0,2014-09-04
5113,PRINCE GEORGE WOODS ESTATES,51149,PRINCE GEORGE,60,LEAD,0.0,2014-09-04
4697,GATLING POINTE,51093,ISLE OF WIGHT,1725,LEAD,0.0,2014-09-04
4628,BETHEL HEIGHTS,51093,ISLE OF WIGHT,92,LEAD,2.0,2014-09-04
3646,MOUNT CRAWFORD-RCPW,51165,ROCKINGHAM,400,LEAD,0.0,2014-09-05
4748,RUSHMERE SHORES,51093,ISLE OF WIGHT,276,LEAD,11.4,2014-09-05
4741,RUSHMERE (BURWELL`S BAY),51093,ISLE OF WIGHT,276,LEAD,0.0,2014-09-05
7923,NORTHUMBERLAND SHORES,51133,NORTHUMBERLAND,98,LEAD,6.5,2014-09-06
1300,EAST CARTERS VALLEY,51169,SCOTT,285,LEAD,0.0,2014-09-08
12224,"MIDDLEBURG, TOWN OF",51107,LOUDOUN,700,LEAD,0.0,2014-09-08
12223,"MIDDLEBURG, TOWN OF",51107,LOUDOUN,700,LEAD,4.75,2014-09-08
3550,"ELKTON, TOWN OF",51165,ROCKINGHAM,2595,LEAD,22.1,2014-09-09
8447,APPOMATTOX WATER SYSTEM,51011,APPOMATTOX,1761,LEAD,0.0,2014-09-09
12277,RASPBERRY FALLS SUBDIVISION,51107,LOUDOUN,599,LEAD,0.0,2014-09-09
669,"BLACKSBURG, TOWN OF",51121,MONTGOMERY,36077,LEAD,0.0,2014-09-09
1179,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09
8444,APPOMATTOX WATER SYSTEM,51011,APPOMATTOX,1761,LEAD,0.0,2014-09-09
1175,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09
4595,"MCKENNEY, TOWN OF",51053,DINWIDDIE,482,LEAD,0.0,2014-09-09
1996,"NORTON, CITY OF",51720,NORTON,3958,LEAD,0.0,2014-09-09
1164,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09
9300,LAKEWOOD FOREST,51067,FRANKLIN COUNTY,160,LEAD,3.5,2014-09-09
1185,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09
1365,SPRING VALLEY SUBDIVISION,51169,SCOTT,185,LEAD,0.0,2014-09-09
8827,GOLD HILL VILLAGE,51029,BUCKINGHAM,22,LEAD,0.0,2014-09-09
585,"PENNINGTON GAP, TOWN OF",51105,LEE,1781,LEAD,0.0,2014-09-09
8448,APPOMATTOX WATER SYSTEM,51011,APPOMATTOX,1761,LEAD,0.0,2014-09-09
2277,CARDINAL HOUSE,51015,AUGUSTA,36,LEAD,0.0,2014-09-09
3544,"ELKTON, TOWN OF",51165,ROCKINGHAM,2595,LEAD,0.0,2014-09-09
1183,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09
1158,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09
2278,CARDINAL HOUSE,51015,AUGUSTA,36,LEAD,3.0,2014-09-09
5232,TOWN OF COURTLAND,51175,SOUTHAMPTON,1284,LEAD,0.0,2014-09-10
6602,SIGN POST ESTATES,51036,CHARLES CITY,75,LEAD,0.0,2014-09-10
3041,TWIN OAKS COMMUNITY,51109,LOUISA,100,LEAD,0.0,2014-09-10
5970,"COLONIAL HEIGHTS, CITY OF",51570,COLONIAL HEIGHTS,17286,LEAD,0.0,2014-09-10
12503,HARTLAND INSTITUTE,51113,MADISON,150,LEAD,0.0,2014-09-10
5958,"COLONIAL HEIGHTS, CITY OF",51570,COLONIAL HEIGHTS,17286,LEAD,0.0,2014-09-10
1986,"NORTON, CITY OF",51720,NORTON,3958,LEAD,0.0,2014-09-10
5965,"COLONIAL HEIGHTS, CITY OF",51570,COLONIAL HEIGHTS,17286,LEAD,0.0,2014-09-10
2453,CLIFTON FORGE MOUNTAIN - BCSA,51017,BATH,280,LEAD,0.0,2014-09-10
490,DRYDEN WATER AUTHORITY,51105,LEE,1922,LEAD,2.8,2014-09-10
5979,"COLONIAL HEIGHTS, CITY OF",51570,COLONIAL HEIGHTS,17286,LEAD,0.0,2014-09-10
1151,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-10
2880,TOWN OF STEPHENS CITY,51069,FREDERICK,1800,LEAD,0.0,2014-09-10
5976,"COLONIAL HEIGHTS, CITY OF",51570,COLONIAL HEIGHTS,17286,LEAD,0.0,2014-09-10
2435,ASHWOOD - BCSA,51017,BATH,500,LEAD,0.0,2014-09-10
2433,ASHWOOD - BCSA,51017,BATH,500,LEAD,2.91,2014-09-10
5227,TOWN OF COURTLAND,51175,SOUTHAMPTON,1284,LEAD,9.81,2014-09-10
5971,"COLONIAL HEIGHTS, CITY OF",51570,COLONIAL HEIGHTS,17286,LEAD,0.0,2014-09-10
6601,SIGN POST ESTATES,51036,CHARLES CITY,75,LEAD,0.0,2014-09-10
5964,"COLONIAL HEIGHTS, CITY OF",51570,COLONIAL HEIGHTS,17286,LEAD,0.0,2014-09-10
1149,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-10
333,"NARROWS, TOWN OF",51071,GILES,2518,LEAD,0.3,2014-09-10
